,feature_total_nodes,feature_unique_node_types,feature_max_depth,feature_avg_depth,feature_depth_variance,feature_cyclomatic_complexity,feature_cognitive_complexity,feature_nesting_complexity,feature_control_flow_complexity,feature_operator_density,feature_literal_density,feature_call_density,feature_variable_density,feature_attribute_density,feature_node_type_entropy,feature_operator_entropy,feature_variable_entropy,feature_unique_variables,feature_unique_operators,feature_unique_functions,feature_avg_branching_factor,feature_max_branching_factor,feature_leaves_to_nodes_ratio,feature_loops_count,feature_conditionals_count,feature_functions_count,feature_classes_count,feature_try_blocks_count,feature_vocabulary_size,feature_program_length,feature_program_volume,feature_program_difficulty,feature_program_effort
2955,43,14,5,2.7674418604651163,0.992248062015504,3,2,2,2,0.0232558139534883,0.4883720930232558,0.0,0.1162790697674418,0.0,2.7321180953348705,0.0,1.521928094887362,3,1,0,0.9767441860465116,20,0.6744186046511628,1,1,1,0,0,25,27,125.38411712391756,0.5416666666666666,67.91639677545534
7854,25,11,5,3.0,1.8333333333333333,1,0,0,0,0.0,0.08,0.08,0.2,0.12,3.043215692534584,0.0,1.521928094887362,3,0,2,0.96,4,0.44,0,0,1,0,0,4,7,14.0,0.0,0.0
1016,41,15,7,3.926829268292683,3.6195121951219513,3,2,2,2,0.073170731707317,0.0975609756097561,0.073170731707317,0.2682926829268293,0.0,3.319417301951323,1.584962500721156,2.3685225277282065,6,3,2,0.975609756097561,3,0.4634146341463415,1,1,0,0,0,12,18,64.5293250129808,2.5,161.323312532452
1550,29,12,7,3.931034482758621,3.7807881773399017,1,0,0,0,0.0,0.0689655172413793,0.1034482758620689,0.2068965517241379,0.1034482758620689,3.1796694619187065,0.0,2.2516291673878226,5,0,3,0.9655172413793104,3,0.4137931034482758,0,0,1,0,0,7,8,22.45883937646084,0.0,0.0
2907,27,11,6,3.4444444444444446,2.871794871794872,2,1,1,1,0.1481481481481481,0.1481481481481481,0.074074074074074,0.1851851851851851,0.0,3.2002886706435767,1.5,0.9709505944546686,2,3,1,0.9629629629629628,3,0.4814814814814814,0,1,0,0,0,7,13,36.49561398674886,3.375,123.1726972052774
2123,39,17,6,3.4615384615384617,2.623481781376518,3,2,2,2,0.0256410256410256,0.0512820512820512,0.0,0.2564102564102564,0.0,3.4592668099167705,0.0,1.3609640474436813,3,1,0,0.9743589743589745,4,0.4615384615384615,1,1,1,0,0,5,13,30.18506523353571,1.5,45.277597850303565
1912,46,13,8,4.152173913043479,4.531884057971015,4,6,3,3,0.1304347826086956,0.1739130434782608,0.0652173913043478,0.1739130434782608,0.0,3.3545524449522883,1.9182958340544896,1.2987949406953985,3,4,2,0.9782608695652174,3,0.4782608695652174,0,3,0,0,0,11,22,76.10749561002054,4.571428571428571,347.91997993152245
1521,25,9,5,2.68,1.7266666666666666,2,1,1,1,0.0,0.12,0.12,0.24,0.08,2.862683189255492,0.0,2.2516291673878226,5,0,3,0.96,4,0.44,1,0,0,0,0,8,9,27.0,0.0,0.0
6577,56,15,8,4.267857142857143,4.090584415584416,1,0,0,0,0.1785714285714285,0.0357142857142857,0.0,0.2321428571428571,0.0,3.278008357839595,2.170950594454669,2.1920058354921066,5,5,0,0.9821428571428572,4,0.5,0,0,1,0,0,12,25,89.62406251802891,5.357142857142857,480.1289063465834
7700,28,10,5,2.7857142857142856,1.507936507936508,3,3,2,2,0.1428571428571428,0.1071428571428571,0.0,0.2142857142857142,0.0,3.074164743022576,1.5,1.584962500721156,3,3,0,0.9642857142857144,3,0.4642857142857143,0,2,0,0,0,9,13,41.20902501875005,2.25,92.72030629218762
6721,47,12,5,3.3404255319148937,1.2294172062904718,2,1,1,1,0.0212765957446808,0.5319148936170213,0.0425531914893617,0.1063829787234042,0.0,2.446704315605186,0.0,1.9219280948873625,4,1,2,0.9787234042553192,8,0.6808510638297872,0,1,0,0,0,20,31,133.97977094150824,0.7894736842105263,105.77350337487492
6347,40,17,5,2.925,1.660897435897436,3,2,2,2,0.05,0.1,0.0,0.25,0.0,3.560964047443681,1.0,1.895461844238321,4,2,0,0.975,5,0.475,1,1,1,0,0,9,16,50.718800023076994,2.0,101.437600046154
5391,78,19,6,3.551282051282051,2.120712620712621,3,2,2,2,0.0256410256410256,0.0641025641025641,0.0512820512820512,0.282051282051282,0.0,3.381914736982494,1.0,3.083765141069551,10,2,4,0.9871794871794872,6,0.4615384615384615,1,1,1,0,0,15,29,113.29982727264704,2.076923076923077,235.31502587395929
2226,10,8,4,2.3,1.788888888888889,1,0,0,0,0.1,0.0,0.0,0.2,0.0,2.9219280948873623,0.0,0.0,1,1,0,0.9,3,0.4,0,0,1,0,0,2,3,3.0,1.0,3.0
4429,28,15,5,2.6785714285714284,1.5595238095238095,2,1,1,1,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.2857142857142857,0.0,3.3657646371790224,0.0,1.9056390622295665,4,1,1,0.9642857142857144,4,0.4285714285714285,1,0,1,0,0,6,10,25.84962500721156,0.9,23.264662506490406
7195,33,9,7,3.757575757575758,3.5643939393939394,2,1,1,1,0.0606060606060606,0.0,0.0606060606060606,0.2424242424242424,0.1212121212121212,2.742146590539148,0.0,2.4056390622295662,6,1,2,0.9696969696969696,3,0.4545454545454545,1,0,0,0,0,7,10,28.07354922057604,0.6666666666666666,18.715699480384025
736,56,11,7,3.678571428571429,2.367532467532468,2,1,1,1,0.0714285714285714,0.0357142857142857,0.0178571428571428,0.2678571428571428,0.0,2.7594699404729024,0.8112781244591328,1.962806631693174,5,2,1,0.9821428571428572,4,0.4821428571428571,1,0,0,0,0,9,21,66.56842503028855,2.4285714285714284,161.6661750735579
8103,47,15,7,3.702127659574468,2.561517113783534,5,6,4,4,0.1063829787234042,0.1063829787234042,0.0425531914893617,0.2553191489361702,0.0,3.370157138903202,1.9219280948873625,2.4182958340544896,6,4,1,0.9787234042553192,4,0.4893617021276595,2,2,0,0,0,13,22,81.40967379910403,3.7777777777777777,307.547656574393
7873,135,16,8,3.6666666666666665,3.1791044776119404,1,0,0,0,0.0888888888888888,0.0518518518518518,0.0814814814814814,0.2814814814814815,0.0,3.1809236341141847,2.188721875540867,3.8199100790622578,15,5,5,0.9925925925925926,12,0.4518518518518518,0,0,1,0,0,23,57,257.84303149524976,6.25,1611.518946845311
4597,38,14,6,3.1842105263157894,1.992176386913229,4,4,3,3,0.0789473684210526,0.1052631578947368,0.0789473684210526,0.2631578947368421,0.0,3.2486072910478723,1.584962500721156,2.121928094887362,5,3,2,0.9736842105263158,4,0.4736842105263157,2,1,0,0,0,11,17,58.81033751683405,2.625,154.37713598168938
2825,35,13,6,3.0,2.0588235294117645,2,1,1,1,0.0285714285714285,0.0571428571428571,0.0857142857142857,0.2857142857142857,0.0285714285714285,3.036186417911212,0.0,2.9219280948873623,8,1,3,0.9714285714285714,4,0.4571428571428571,1,0,0,0,0,11,13,44.97261104228487,0.6,26.98356662537092
5861,45,18,6,3.0444444444444443,1.770707070707071,2,1,1,1,0.0666666666666666,0.0888888888888888,0.0222222222222222,0.2444444444444444,0.0,3.5627723117258148,0.9182958340544896,1.789929075309999,4,2,1,0.9777777777777776,5,0.4666666666666667,1,0,1,0,0,9,18,57.05865002596162,2.142857142857143,122.26853576991776
1489,28,15,5,2.6785714285714284,1.5595238095238095,2,1,1,1,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.2857142857142857,0.0,3.3657646371790224,0.0,1.9056390622295665,4,1,1,0.9642857142857144,4,0.4285714285714285,1,0,1,0,0,6,10,25.84962500721156,0.9,23.264662506490406
7068,39,15,7,4.17948717948718,3.835357624831309,3,2,2,2,0.0512820512820512,0.1025641025641025,0.1025641025641025,0.2564102564102564,0.0256410256410256,3.240566168558288,1.0,2.121928094887362,5,2,3,0.9743589743589745,3,0.4358974358974359,1,1,0,0,0,10,16,53.1508495181978,1.75,93.01398665684614
8280,17,12,4,2.3529411764705883,1.3676470588235294,1,0,0,0,0.0,0.0588235294117647,0.0,0.1764705882352941,0.0,3.41041725276052,0.0,0.9182958340544896,2,0,0,0.9411764705882352,3,0.4705882352941176,0,0,1,0,0,3,4,6.339850002884624,0.0,0.0
3720,39,16,5,2.8461538461538463,1.6072874493927125,3,2,1,1,0.0769230769230769,0.0769230769230769,0.0512820512820512,0.2307692307692307,0.0,3.489527859444101,1.584962500721156,1.974937501201927,4,3,1,0.9743589743589745,5,0.4358974358974359,0,2,1,0,0,9,15,47.548875021634686,3.0,142.64662506490407
6029,27,15,5,2.592592592592593,1.4045584045584043,2,1,1,1,0.037037037037037,0.1111111111111111,0.0,0.2222222222222222,0.0,3.5780564832443087,0.0,1.0,2,1,0,0.9629629629629628,4,0.4814814814814814,1,0,1,0,0,5,10,23.21928094887362,1.125,26.121691067482825
1240,10,6,3,1.9,0.9888888888888888,2,1,1,1,0.1,0.0,0.0,0.3,0.0,2.3709505944546683,0.0,1.584962500721156,3,1,0,0.9,3,0.4,0,1,0,0,0,4,4,8.0,0.5,4.0
3168,21,8,6,3.0476190476190474,2.5476190476190474,2,1,1,1,0.0,0.0952380952380952,0.1428571428571428,0.238095238095238,0.0952380952380952,2.684017280829845,0.0,2.321928094887362,5,0,3,0.9523809523809524,3,0.4285714285714285,1,0,0,0,0,7,7,19.651484454403228,0.0,0.0
7724,58,21,7,3.724137931034482,2.9050211736237146,4,3,2,3,0.1034482758620689,0.0689655172413793,0.0,0.2413793103448276,0.0,3.75398056647228,1.9182958340544896,1.877387064296613,4,4,0,0.9827586206896552,4,0.4827586206896552,1,2,1,0,0,11,24,83.02635884729514,5.142857142857143,426.9927026432322
7866,32,11,7,3.9375,3.931451612903226,2,1,1,1,0.15625,0.09375,0.0625,0.21875,0.0,3.1231919871571896,1.521928094887362,0.863120568566631,2,3,1,0.96875,3,0.46875,0,1,0,0,0,7,15,42.11032383086406,3.75,157.91371436574022
1577,26,11,7,3.615384615384616,3.766153846153846,2,1,1,1,0.0384615384615384,0.0384615384615384,0.1153846153846153,0.2692307692307692,0.0,2.8386561813500646,0.0,2.235926350629033,5,1,3,0.9615384615384616,3,0.4230769230769231,1,0,0,0,0,7,9,25.26619429851844,0.6666666666666666,16.844129532345626
4080,50,12,9,4.74,5.502448979591836,3,3,2,2,0.04,0.06,0.06,0.24,0.0,3.047210311338979,0.0,2.396240625180289,6,1,3,0.98,3,0.42,2,0,0,0,0,9,17,53.8887250245193,0.9375,50.520679710486846
2639,18,8,5,2.7777777777777777,2.183006535947712,3,2,2,2,0.0,0.0555555555555555,0.1111111111111111,0.3333333333333333,0.0,2.5521796970665487,0.0,1.7924812503605778,4,0,2,0.9444444444444444,3,0.3888888888888889,1,1,0,0,0,5,7,16.253496664211536,0.0,0.0
7578,10,8,4,2.0,1.3333333333333333,2,1,1,1,0.1,0.1,0.1,0.2,0.0,2.9219280948873623,0.0,1.0,2,1,1,0.9,3,0.4,0,1,0,0,0,4,4,8.0,0.5,4.0
2326,8,6,3,1.75,1.0714285714285714,2,1,1,1,0.0,0.125,0.125,0.25,0.0,2.5,0.0,1.0,2,0,1,0.875,2,0.375,0,1,0,0,0,3,3,4.754887502163468,0.0,0.0
7640,65,14,7,3.3384615384615386,2.3836538461538463,5,5,3,4,0.0153846153846153,0.0461538461538461,0.0461538461538461,0.2923076923076923,0.0,3.0381842966053587,0.0,3.036372249830224,9,1,2,0.9846153846153848,6,0.4615384615384615,2,2,0,0,0,13,23,85.11011351724513,0.9166666666666666,78.0176040574747
6041,28,12,4,2.5,1.2962962962962965,1,0,0,0,0.0,0.0357142857142857,0.0714285714285714,0.2857142857142857,0.0,3.034087620114632,0.0,2.25,5,0,2,0.9642857142857144,5,0.3928571428571428,0,0,1,0,0,6,9,23.264662506490403,0.0,0.0
3762,50,19,8,3.96,3.263673469387755,3,3,2,2,0.1,0.04,0.02,0.24,0.0,3.53287868934203,1.9219280948873625,1.855388542207534,4,4,1,0.98,3,0.44,0,2,1,0,0,9,19,60.228575027403934,5.6,337.28002015346203
3455,17,9,4,2.5294117647058822,1.3897058823529411,2,1,1,1,0.0588235294117647,0.0,0.0,0.2352941176470588,0.0,2.9109922530150456,0.0,1.0,2,1,0,0.9411764705882352,3,0.4117647058823529,0,1,1,0,0,3,5,7.92481250360578,1.0,7.92481250360578
300,16,10,5,2.8125,2.4291666666666667,2,1,1,1,0.0625,0.0625,0.0625,0.25,0.0625,3.0,0.0,1.5,3,1,1,0.9375,3,0.4375,1,0,0,0,0,5,6,13.931568569324174,0.625,8.707230355827608
4538,21,10,4,2.4761904761904763,1.261904761904762,2,1,1,1,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.2857142857142857,0.0,2.910440495218581,0.0,1.2516291673878228,3,1,1,0.9523809523809524,3,0.4761904761904761,1,0,0,0,0,6,9,23.264662506490403,0.8,18.611730005192324
7193,31,14,7,3.870967741935484,3.3161290322580643,2,1,1,1,0.0,0.064516129032258,0.064516129032258,0.2580645161290322,0.032258064516129,3.2880193925029,0.0,2.1556390622295662,5,0,2,0.967741935483871,4,0.3870967741935484,1,0,1,0,0,7,10,28.07354922057604,0.0,0.0
5088,40,10,6,3.075,2.122435897435897,2,1,1,1,0.05,0.0,0.1,0.35,0.0,2.6191379894878573,1.0,2.835237745312118,9,2,4,0.975,5,0.4,1,0,0,0,0,11,16,55.35090589819676,1.5555555555555556,86.10140917497273
4360,30,8,4,2.7,1.2517241379310344,2,1,1,1,0.0,0.0,0.1,0.3333333333333333,0.0,2.4004422822781613,0.0,2.721928094887362,7,0,3,0.9666666666666668,4,0.4,1,0,0,0,0,7,10,28.07354922057604,0.0,0.0
3819,25,13,5,2.6,1.6666666666666667,2,1,1,1,0.0,0.04,0.0,0.28,0.0,3.203215692534584,0.0,1.5566567074628228,3,0,0,0.96,4,0.44,1,0,1,0,0,4,8,16.0,0.0,0.0
4823,23,9,5,2.5217391304347827,1.533596837944664,2,1,1,1,0.0,0.1304347826086956,0.1304347826086956,0.2608695652173913,0.0434782608695652,2.8440319350530703,0.0,2.2516291673878226,5,0,3,0.9565217391304348,4,0.4347826086956521,1,0,0,0,0,8,9,27.0,0.0,0.0
4074,46,11,9,5.173913043478261,4.502415458937198,1,0,0,0,0.0,0.217391304347826,0.1521739130434782,0.1521739130434782,0.108695652173913,2.8673524313368564,0.0,2.1280852788913944,5,0,5,0.9782608695652174,4,0.5,0,0,1,0,0,9,17,53.8887250245193,0.0,0.0
8196,45,15,7,4.044444444444444,3.316161616161616,3,2,2,2,0.1111111111111111,0.0666666666666666,0.0444444444444444,0.2444444444444444,0.0,3.322580416010842,1.521928094887362,2.8453509366224368,8,3,2,0.9777777777777776,3,0.4888888888888889,1,1,0,0,0,13,19,70.30835464468075,2.1,147.64754475382958
5849,18,9,4,2.2777777777777777,1.15359477124183,2,1,1,1,0.0,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.0,2.858278308418045,0.0,1.9219280948873625,4,0,2,0.9444444444444444,4,0.4444444444444444,1,0,0,0,0,6,7,18.09473750504809,0.0,0.0
1987,46,16,8,3.760869565217391,3.919323671497585,4,3,2,2,0.108695652173913,0.0434782608695652,0.0652173913043478,0.2826086956521739,0.0,3.26988284420546,2.321928094887362,2.2877837199410704,6,5,3,0.9782608695652174,4,0.4565217391304347,1,2,0,0,0,13,20,74.00879436282185,4.6875,346.9162235757274
3231,19,9,5,2.9473684210526314,1.8304093567251465,1,0,0,0,0.0,0.1052631578947368,0.1052631578947368,0.2105263157894736,0.1052631578947368,2.900051698999542,0.0,1.5,3,0,2,0.9473684210526316,3,0.4210526315789473,0,0,0,0,0,5,6,13.931568569324174,0.0,0.0
4314,89,18,9,5.730337078651686,3.949182839632278,4,4,3,3,0.0786516853932584,0.0674157303370786,0.0449438202247191,0.2359550561797752,0.0,3.3080198760517217,1.448815635725185,2.02796102018813,5,3,2,0.9887640449438202,3,0.4831460674157303,2,1,1,0,0,10,34,112.94555522617031,5.785714285714286,653.4707123799853
7522,11,9,4,2.090909090909091,1.290909090909091,2,1,1,1,0.1818181818181818,0.2727272727272727,0.0,0.0909090909090909,0.0,3.027169118440619,1.0,0.0,1,2,0,0.9090909090909092,3,0.5454545454545454,0,1,0,0,0,6,6,15.509775004326936,1.0,15.509775004326936
508,22,11,8,3.772727272727273,5.231601731601732,1,0,0,0,0.0,0.0454545454545454,0.0909090909090909,0.1818181818181818,0.1363636363636363,3.0837651410695512,0.0,1.5,3,0,2,0.9545454545454546,3,0.4090909090909091,0,0,1,0,0,4,5,10.0,0.0,0.0
4291,70,11,8,4.728571428571429,3.736853002070393,4,6,3,3,0.0142857142857142,0.0142857142857142,0.0857142857142857,0.3,0.0,2.555084261851318,0.0,2.9385400412082454,8,1,2,0.9857142857142858,3,0.4428571428571428,3,0,0,0,0,10,23,76.40434618240933,1.2222222222222223,93.38308977850028
1124,28,11,4,2.4642857142857144,1.0727513227513228,2,1,1,1,0.0357142857142857,0.1428571428571428,0.0714285714285714,0.25,0.0,3.0515956556743835,0.0,2.235926350629033,5,1,2,0.9642857142857144,4,0.4642857142857143,0,1,0,0,0,10,12,39.86313713864835,0.6111111111111112,24.360806029174
4361,60,15,6,3.65,2.333050847457628,3,3,2,2,0.0166666666666666,0.0166666666666666,0.0833333333333333,0.3,0.0,3.02301028765854,0.0,3.1971597234241487,10,1,4,0.9833333333333332,4,0.4166666666666667,2,0,1,0,0,12,20,71.69925001442311,0.8636363636363636,61.92207955791087
4686,26,15,6,2.8076923076923075,2.241538461538461,3,2,2,2,0.0,0.0769230769230769,0.0384615384615384,0.2307692307692307,0.0384615384615384,3.53641423712223,0.0,1.4591479170272448,3,0,1,0.9615384615384616,4,0.4230769230769231,1,1,1,0,0,5,8,18.575424759098897,0.0,0.0
4929,75,14,6,3.6,1.864864864864865,4,4,3,3,0.0266666666666666,0.0133333333333333,0.0266666666666666,0.3066666666666666,0.0,2.762189730929045,1.0,2.459042675389012,6,2,1,0.9866666666666668,5,0.4533333333333333,2,1,0,0,0,9,26,82.41805003750011,3.4285714285714284,282.5761715571432
3625,33,16,6,3.363636363636364,2.363636363636364,3,2,2,2,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.2424242424242424,0.0,3.408030482994817,0.0,2.1556390622295662,5,1,2,0.9696969696969696,3,0.4242424242424242,1,1,1,0,0,7,10,28.07354922057604,0.75,21.05516191543203
430,22,7,5,2.772727272727273,1.803030303030303,2,1,1,1,0.0,0.0,0.0909090909090909,0.3636363636363636,0.0,2.2934550525280595,0.0,2.5,6,0,2,0.9545454545454546,3,0.4090909090909091,1,0,0,0,0,6,8,20.67970000576925,0.0,0.0
8234,20,8,6,3.05,2.681578947368421,2,1,1,1,0.0,0.15,0.15,0.2,0.1,2.7659573209491746,0.0,2.0,4,0,3,0.95,3,0.45,1,0,0,0,0,7,7,19.651484454403228,0.0,0.0
2532,45,12,5,2.8222222222222224,1.2404040404040404,2,1,1,1,0.0222222222222222,0.2444444444444444,0.0666666666666666,0.2,0.0,2.9905810681290483,0.0,2.197159723424149,5,1,2,0.9777777777777776,7,0.5333333333333333,0,1,0,0,0,16,21,84.0,0.6666666666666666,56.0
2397,17,10,5,2.4705882352941178,1.7647058823529411,1,0,0,0,0.0,0.0,0.0588235294117647,0.2352941176470588,0.0588235294117647,3.0286393118385746,0.0,1.5,3,0,1,0.9411764705882352,3,0.4117647058823529,0,0,1,0,0,3,4,6.339850002884624,0.0,0.0
926,76,15,8,4.921052631578948,3.3803508771929827,4,4,3,3,0.0789473684210526,0.0526315789473684,0.0263157894736842,0.25,0.0,3.112374068432892,1.4591479170272448,2.0815454366683137,5,3,1,0.986842105263158,3,0.4868421052631579,2,1,0,0,0,9,29,91.92782504182703,5.75,528.5849939905055
6007,114,22,7,4.096491228070176,2.618925632665736,5,6,3,3,0.043859649122807,0.0614035087719298,0.0087719298245614,0.2543859649122807,0.0,3.4335969304952725,1.9219280948873625,2.0550771152950107,5,4,1,0.9912280701754386,6,0.4824561403508772,3,1,1,0,0,11,41,141.83669636412918,10.285714285714286,1458.8917340310431
5702,111,14,10,5.27027027027027,4.126289926289926,3,2,2,2,0.09009009009009,0.063063063063063,0.018018018018018,0.2342342342342342,0.0,2.8753020782115786,1.1567796494470397,2.498088759339552,8,3,2,0.990990990990991,3,0.5045045045045045,1,1,0,0,0,12,43,154.1533875310097,5.5,847.8436314205534
863,47,16,7,3.808510638297872,2.940795559666975,5,6,4,4,0.0851063829787234,0.0851063829787234,0.0638297872340425,0.2553191489361702,0.0212765957446808,3.3454785258089643,2.0,2.2841591278514217,6,4,2,0.9787234042553192,4,0.4680851063829787,2,2,0,0,0,13,20,74.00879436282185,3.555555555555556,263.14237995669987
8256,14,7,4,2.142857142857143,1.362637362637363,2,1,1,1,0.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,2.610577243331642,0.0,1.5,3,0,2,0.9285714285714286,3,0.4285714285714285,1,0,0,0,0,5,6,13.931568569324174,0.0,0.0
5547,40,13,5,2.825,1.3275641025641025,3,2,2,2,0.05,0.05,0.025,0.325,0.0,2.9871798736129,1.0,2.345851989338261,6,2,1,0.975,5,0.425,1,1,0,0,0,10,17,56.47277761308516,1.875,105.88645802453468
1126,17,13,5,2.588235294117647,2.0073529411764706,1,0,0,0,0.0,0.0588235294117647,0.0,0.1764705882352941,0.0,3.5280643115840493,0.0,0.0,1,0,0,0.9411764705882352,3,0.4117647058823529,0,0,1,0,0,2,4,4.0,0.0,0.0
6054,28,11,7,3.75,3.898148148148149,2,1,1,1,0.0357142857142857,0.1428571428571428,0.0714285714285714,0.25,0.0,3.0246353877399743,0.0,1.8423709931771084,4,1,2,0.9642857142857144,5,0.4285714285714285,1,0,0,0,0,9,12,38.03910001730775,0.6875,26.151881261899074
765,41,14,5,3.048780487804878,1.5975609756097562,1,0,0,0,0.0,0.2439024390243902,0.073170731707317,0.1463414634146341,0.024390243902439,3.192475029727637,0.0,0.9182958340544896,2,0,2,0.975609756097561,7,0.5365853658536586,0,0,1,0,0,10,16,53.1508495181978,0.0,0.0
3890,52,11,4,2.826923076923077,1.08710407239819,2,1,1,1,0.0192307692307692,0.0961538461538461,0.0961538461538461,0.3076923076923077,0.0,2.790343616512096,0.0,2.60845859334435,7,1,2,0.9807692307692308,6,0.4423076923076923,0,1,0,0,0,13,22,81.40967379910403,0.875,71.23346457421603
5485,39,17,7,3.9743589743589753,3.078272604588394,3,2,2,2,0.0769230769230769,0.1025641025641025,0.0512820512820512,0.2051282051282051,0.0,3.5282400390422275,1.584962500721156,1.811278124459133,4,3,2,0.9743589743589745,3,0.4615384615384615,1,1,1,0,0,10,15,49.82892142331043,2.571428571428572,128.1315122313697
8029,34,14,7,3.911764705882353,3.4162210338680925,1,0,0,0,0.0294117647058823,0.0,0.0588235294117647,0.2941176470588235,0.0,3.094856783548738,0.0,2.4464393446710155,6,1,2,0.9705882352941176,3,0.4117647058823529,0,0,1,0,0,7,11,30.880904142633646,0.8333333333333334,25.73408678552804
6871,24,12,5,2.7916666666666665,1.911231884057971,1,0,0,0,0.0,0.0416666666666666,0.125,0.1666666666666666,0.125,3.209147917027245,0.0,0.8112781244591328,2,0,3,0.9583333333333334,4,0.375,0,0,1,0,0,3,5,7.92481250360578,0.0,0.0
3702,28,13,5,3.321428571428572,1.781746031746032,3,2,2,2,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.25,0.0,3.2658813699600984,0.0,1.8423709931771084,4,1,2,0.9642857142857144,3,0.4285714285714285,1,1,1,0,0,7,11,30.880904142633646,0.75,23.16067810697524
2944,35,14,6,3.2,2.3411764705882354,2,1,1,1,0.0285714285714285,0.0571428571428571,0.0571428571428571,0.2857142857142857,0.0,3.1871639183439058,0.0,2.1219280948873624,5,1,2,0.9714285714285714,4,0.4285714285714285,1,0,1,0,0,7,13,36.49561398674886,1.0,36.49561398674886
534,32,16,7,3.5,3.225806451612903,1,0,0,0,0.03125,0.0625,0.0625,0.25,0.03125,3.448391110799899,0.0,2.1556390622295662,5,1,2,0.96875,4,0.40625,0,0,1,0,0,7,11,30.880904142633646,0.8333333333333334,25.73408678552804
7641,101,21,9,4.762376237623762,3.502970297029703,6,8,4,5,0.0198019801980198,0.0495049504950495,0.0594059405940594,0.2871287128712871,0.0,3.322233093203754,1.0,3.1945730310749,10,2,3,0.99009900990099,6,0.4356435643564356,2,3,1,0,0,16,36,144.0,2.4285714285714284,349.71428571428567
7509,27,13,5,2.814814814814815,2.0028490028490027,3,2,2,2,0.037037037037037,0.037037037037037,0.0,0.2962962962962963,0.0,3.1858309104375326,0.0,1.4056390622295665,3,1,0,0.9629629629629628,4,0.4074074074074074,1,1,1,0,0,5,10,23.21928094887362,1.125,26.121691067482825
6217,21,9,6,3.4761904761904763,3.261904761904762,2,1,1,1,0.0,0.0476190476190476,0.0952380952380952,0.2857142857142857,0.0476190476190476,2.6227336390297045,0.0,1.4591479170272448,3,0,2,0.9523809523809524,3,0.4285714285714285,1,0,0,0,0,4,7,14.0,0.0,0.0
5865,55,19,6,3.418181818181818,2.2848484848484847,2,1,1,1,0.0545454545454545,0.109090909090909,0.0363636363636363,0.2,0.0363636363636363,3.752221116676569,0.9182958340544896,1.936260027531528,4,2,1,0.9818181818181818,5,0.4909090909090909,1,0,1,0,0,8,20,60.0,2.833333333333333,170.0
8064,19,10,6,3.210526315789474,2.7309941520467835,1,0,0,0,0.1578947368421052,0.0526315789473684,0.0,0.1578947368421052,0.0,3.1416354077249604,0.9182958340544896,1.584962500721156,3,2,0,0.9473684210526316,3,0.5263157894736842,0,0,1,0,0,6,7,18.09473750504809,1.0,18.09473750504809
4304,16,7,6,3.0,3.2,2,1,1,1,0.0,0.0,0.125,0.25,0.125,2.524397470347699,0.0,1.5,3,0,2,0.9375,3,0.375,1,0,0,0,0,3,4,6.339850002884624,0.0,0.0
4040,50,20,7,3.86,2.653469387755102,2,1,1,1,0.08,0.1,0.04,0.2,0.02,3.732696642244504,1.5,1.846439344671016,4,3,2,0.98,4,0.46,0,1,1,0,0,11,19,65.72920075410865,2.8125,184.86337712093052
299,33,17,5,2.8484848484848486,1.5075757575757576,2,1,1,1,0.0909090909090909,0.1212121212121212,0.0,0.2121212121212121,0.0,3.6987464843109774,1.584962500721156,0.9852281360342516,2,3,0,0.9696969696969696,4,0.4848484848484848,1,0,1,0,0,7,14,39.302968908806456,4.125,162.12474674882662
6178,46,13,8,4.152173913043479,4.531884057971015,4,6,3,3,0.1304347826086956,0.1739130434782608,0.0652173913043478,0.1739130434782608,0.0,3.3545524449522883,1.9182958340544896,1.2987949406953985,3,4,2,0.9782608695652174,3,0.4782608695652174,0,3,0,0,0,11,22,76.10749561002054,4.571428571428571,347.91997993152245
2350,16,10,4,2.25,1.2666666666666666,1,0,0,0,0.0625,0.0,0.0,0.25,0.0,3.077819531114783,0.0,1.5,3,1,0,0.9375,3,0.4375,0,0,1,0,0,4,5,10.0,0.6666666666666666,6.666666666666666
5928,24,11,6,3.0416666666666665,2.476449275362319,2,1,1,1,0.0,0.0416666666666666,0.0833333333333333,0.25,0.0416666666666666,3.090199876515856,0.0,1.918295834054489,4,0,2,0.9583333333333334,3,0.375,1,0,0,0,0,5,7,16.253496664211536,0.0,0.0
4502,34,16,7,3.4411764705882355,3.829768270944741,2,1,1,1,0.0588235294117647,0.0,0.0294117647058823,0.2352941176470588,0.0294117647058823,3.418201444127884,1.0,2.1556390622295662,5,2,1,0.9705882352941176,4,0.4411764705882353,1,0,1,0,0,7,10,28.07354922057604,1.6,44.91767875292167
6882,77,18,8,5.207792207792208,3.9825700615174298,4,4,3,3,0.0259740259740259,0.0129870129870129,0.0519480519480519,0.2857142857142857,0.0,2.9768733480565577,1.0,2.089478641936497,5,2,2,0.987012987012987,3,0.4415584415584415,2,1,1,0,0,8,25,75.0,3.8333333333333335,287.5
